"imputation","iteration","suggested_factors","item_removed","removal_reason","removal_value","communality","complexity","highest_loading"
14,17,26,"Hate_Temp","communality",0.23,0.23,6.63,0.21
14,18,26,"Headache_Frequency","communality",0.25,0.25,7.51,0.2
14,19,26,"High_Standards","max_loading",0.21,0.46,10.67,0.21
14,20,26,"Mental_Emotional","max_loading",0.22,0.38,6.78,0.22
14,21,26,"Trust_Friends","max_loading",0.23,0.48,7.8,0.23
14,22,26,"Exciting_Look_Forward","max_loading",0.23,0.53,7.62,0.23
14,23,26,"People_Take_Advantage","max_loading",0.24,0.47,7.28,0.24
14,24,26,"Nothing_Cheer","max_loading",0.24,0.73,9.33,0.24
14,25,25,"Careless","max_loading",0.21,0.3,8.52,0.21
14,26,25,"Some_Wander_Aimlessly","max_loading",0.23,0.47,5.54,0.23
14,27,25,"Avoid_Distraction","max_loading",0.25,0.32,6.22,0.25
14,28,25,"Worry_Frequency","max_loading",0.25,0.4,5.21,0.25
14,29,25,"Positive_About_Self","max_loading",0.26,0.79,9.11,0.26
14,30,25,"Dont_Fit_Community","max_loading",0.27,0.5,6.17,0.27
14,31,25,"Upset_Think_Day","max_loading",0.28,0.54,6.02,0.28
14,32,25,"Sense_Of_Direction","max_loading",0.28,0.61,5.94,0.28
14,33,25,"Minor_Setback_Irritate","max_loading",0.29,0.49,4.62,0.29
14,34,25,"More_Sucessful","max_loading",0.29,0.4,4.45,0.29
14,35,25,"Worthless_Freq","max_loading",0.29,0.79,6.55,0.29
14,36,25,"Everything_Effort","max_loading",0.29,0.58,5.29,0.29
14,37,25,"Expect_The_Best","max_loading",0.29,0.36,5.81,0.29
14,38,25,"Optimistic_About_Future","max_loading",0.27,0.48,5.55,0.27
14,39,24,"Choose_Goals","communality",0.18,0.18,5.66,0.28
14,40,24,"To_Reach_Goals","communality",0.16,0.16,5.58,0.17
14,41,24,"Actively_Carry_Plans","max_loading",0.29,0.53,4.58,0.29
14,42,24,"Social_Others_Lead","max_loading",0.3,0.32,5.35,0.3
15,1,29,"Sympathy_Limits","communality",0.12,0.12,7,0.19
15,2,28,"Worry_Compare","communality",0.13,0.13,5.46,0.21
15,3,27,"More_Or_Less_Positive","communality",0.16,0.16,2.18,0.31
15,4,27,"Alcohol_More_Than_Intended","communality",0.19,0.19,8.64,0.19
15,5,27,"Should_Obey_Law","communality",0.18,0.18,6.69,0.2
15,6,27,"Aware_Body","communality",0.2,0.2,3.21,0.34
15,7,27,"Without_skill","communality",0.23,0.23,1.4,0.45
15,8,27,"When_Difficult","communality",0.17,0.17,2.4,0.34
15,9,27,"Approach_Health","communality",0.21,0.21,3.61,0.25
15,10,27,"Intercourse_Pain","communality",0.24,0.24,6.55,0.23
15,11,27,"Leaking_Urine","communality",0.24,0.24,2.7,0.33
15,12,27,"Bad_Happens_Prevented","communality",0.24,0.24,6.53,0.22
15,13,27,"Quick_Sense_Hunger","communality",0.24,0.24,1.24,0.51
15,14,26,"Low_Pain_Tolerance","communality",0.22,0.22,7.13,0.25
15,15,26,"Loud_Noise","communality",0.24,0.24,9.75,0.17
15,16,26,"Hate_Temp","communality",0.24,0.24,7.1,0.2
15,17,26,"Releived_No_Responsibility","communality",0.25,0.25,2.78,0.35
15,18,26,"Headache_Frequency","communality",0.25,0.25,7.33,0.2
15,19,26,"Mental_Emotional","max_loading",0.21,0.38,6.86,0.21
15,20,26,"Exciting_Look_Forward","max_loading",0.22,0.54,8.39,0.22
15,21,26,"Trust_Friends","max_loading",0.23,0.48,7.64,0.23
15,22,26,"People_Take_Advantage","max_loading",0.24,0.47,7.47,0.24
15,23,26,"High_Standards","max_loading",0.25,0.45,7.95,0.25
15,24,26,"Avoid_Distraction","max_loading",0.25,0.32,6.5,0.25
15,25,26,"Everything_Effort","max_loading",0.25,0.61,7.32,0.25
15,26,26,"Worthless_Freq","max_loading",0.24,0.81,8.43,0.24
15,27,26,"Nothing_Cheer","max_loading",0.24,0.7,8.19,0.24
15,28,25,"Careless","max_loading",0.22,0.3,8.08,0.22
15,29,25,"Some_Wander_Aimlessly","max_loading",0.23,0.47,5.72,0.23
15,30,25,"Positive_About_Self","max_loading",0.25,0.78,9.74,0.25
15,31,25,"Worry_Frequency","max_loading",0.27,0.41,5.09,0.27
15,32,25,"Dont_Fit_Community","max_loading",0.28,0.5,6,0.28
15,33,25,"Sense_Of_Direction","max_loading",0.28,0.61,5.86,0.28
15,34,25,"Upset_Think_Day","max_loading",0.28,0.54,5.75,0.28
15,35,25,"Actively_Carry_Plans","max_loading",0.29,0.53,4.94,0.29
15,36,25,"Expect_The_Best","max_loading",0.28,0.36,6.19,0.28
15,37,25,"Optimistic_About_Future","max_loading",0.27,0.48,5.55,0.27
15,38,24,"Choose_Goals","communality",0.18,0.18,5.85,0.28
15,39,24,"To_Reach_Goals","communality",0.16,0.16,5.71,0.17
15,40,24,"Minor_Setback_Irritate","max_loading",0.29,0.49,4.58,0.29
15,41,24,"More_Sucessful","max_loading",0.29,0.4,4.14,0.29
15,42,24,"Social_Others_Lead","max_loading",0.3,0.32,5.25,0.3
16,1,28,"Sympathy_Limits","communality",0.12,0.12,5.79,0.2
16,2,28,"Worry_Compare","communality",0.13,0.13,5.63,0.21
16,3,27,"More_Or_Less_Positive","communality",0.16,0.16,2.01,0.31
16,4,27,"Should_Obey_Law","communality",0.19,0.19,6.68,0.21
16,5,27,"Alcohol_More_Than_Intended","communality",0.19,0.19,11.07,0.16
16,6,27,"Aware_Body","communality",0.2,0.2,3.25,0.34
16,7,27,"Without_skill","communality",0.23,0.23,1.38,0.44
16,8,27,"When_Difficult","communality",0.17,0.17,2.36,0.34
16,9,27,"Approach_Health","communality",0.21,0.21,3.42,0.24
16,10,27,"Quick_Sense_Hunger","communality",0.24,0.24,1.25,0.5
16,11,26,"Low_Pain_Tolerance","communality",0.22,0.22,7.49,0.24
16,12,26,"Intercourse_Pain","communality",0.24,0.24,3.66,0.3
16,13,26,"Leaking_Urine","communality",0.23,0.23,2.62,0.33
16,14,26,"Loud_Noise","communality",0.24,0.24,9.97,0.18
16,15,26,"Hate_Temp","communality",0.23,0.23,6.74,0.21
16,16,26,"Releived_No_Responsibility","communality",0.24,0.24,2.82,0.34
16,17,26,"Bad_Happens_Prevented","communality",0.25,0.25,6.58,0.22
16,18,26,"Headache_Frequency","communality",0.25,0.25,7.81,0.2
16,19,26,"Mental_Emotional","max_loading",0.21,0.38,6.67,0.21
16,20,26,"High_Standards","max_loading",0.22,0.46,10.28,0.22
16,21,26,"Trust_Friends","max_loading",0.22,0.48,7.97,0.22
16,22,25,"Careless","max_loading",0.23,0.3,7.47,0.23
16,23,25,"Some_Wander_Aimlessly","max_loading",0.23,0.47,5.96,0.23
16,24,26,"Actively_Carry_Plans","max_loading",0.22,0.53,6.78,0.22
16,25,26,"Exciting_Look_Forward","max_loading",0.24,0.53,7.43,0.24
16,26,26,"Everything_Effort","max_loading",0.24,0.61,7.5,0.24
16,27,26,"Worthless_Freq","max_loading",0.24,0.81,8.18,0.24
16,28,26,"Worry_Frequency","max_loading",0.24,0.41,5.32,0.24
16,29,26,"Avoid_Distraction","max_loading",0.24,0.32,6.31,0.24
16,30,26,"Dont_Fit_Community","max_loading",0.25,0.5,6.42,0.25
16,31,26,"Nothing_Cheer","max_loading",0.25,0.7,7.83,0.25
16,32,25,"Positive_About_Self","max_loading",0.21,0.78,10.96,0.21
16,33,25,"People_Take_Advantage","max_loading",0.25,0.47,6.86,0.25
16,34,25,"Expect_The_Best","max_loading",0.28,0.36,6.1,0.28
16,35,24,"Choose_Goals","communality",0.19,0.19,6.24,0.27
16,36,24,"To_Reach_Goals","communality",0.16,0.16,5.66,0.17
16,37,24,"Optimistic_About_Future","max_loading",0.28,0.47,5.12,0.28
16,38,24,"More_Sucessful","max_loading",0.29,0.41,4.27,0.29
16,39,24,"Social_Others_Lead","max_loading",0.3,0.32,5.22,0.3
16,40,24,"Like_Hard_Work","max_loading",0.3,0.34,5.39,0.3
16,41,24,"Upset_Think_Day","max_loading",0.3,0.54,5.57,0.3
16,42,24,"Minor_Setback_Irritate","max_loading",0.3,0.49,4.52,0.3
17,1,28,"Sympathy_Limits","communality",0.12,0.12,6.18,0.2
17,2,28,"Worry_Compare","communality",0.13,0.13,6.46,0.19
17,3,27,"More_Or_Less_Positive","communality",0.16,0.16,2.06,0.31
17,4,27,"Should_Obey_Law","communality",0.19,0.19,6.78,0.21
17,5,27,"Alcohol_More_Than_Intended","communality",0.19,0.19,9.82,0.18
17,6,27,"Aware_Body","communality",0.2,0.2,3.24,0.34
17,7,27,"Without_skill","communality",0.23,0.23,1.43,0.44
17,8,27,"When_Difficult","communality",0.17,0.17,2.33,0.34
17,9,27,"Approach_Health","communality",0.21,0.21,3.29,0.25
17,10,27,"Quick_Sense_Hunger","communality",0.24,0.24,1.24,0.5
17,11,27,"Releived_No_Responsibility","communality",0.24,0.24,3.34,0.32
17,12,27,"Low_Pain_Tolerance","communality",0.25,0.25,2.27,0.39
17,13,26,"Intercourse_Pain","communality",0.24,0.24,3.17,0.32
17,14,26,"Leaking_Urine","communality",0.23,0.23,2.78,0.32
17,15,26,"Loud_Noise","communality",0.24,0.24,9.59,0.18
17,16,26,"Hate_Temp","communality",0.23,0.23,6.73,0.2
17,17,26,"Bad_Happens_Prevented","communality",0.25,0.25,6.43,0.23
17,18,26,"Headache_Frequency","communality",0.25,0.25,7.6,0.2
17,19,26,"Mental_Emotional","max_loading",0.21,0.38,6.97,0.21
17,20,26,"Exciting_Look_Forward","max_loading",0.22,0.54,8.4,0.22
17,21,26,"Trust_Friends","max_loading",0.23,0.48,7.71,0.23
17,22,25,"Actively_Carry_Plans","max_loading",0.23,0.54,6.28,0.23
17,23,26,"Dont_Fit_Community","max_loading",0.25,0.51,6.72,0.25
17,24,26,"Avoid_Distraction","max_loading",0.25,0.32,6.14,0.25
17,25,26,"Worthless_Freq","max_loading",0.25,0.82,8.17,0.25
17,26,26,"Nothing_Cheer","max_loading",0.24,0.72,8.49,0.24
17,27,25,"Some_Wander_Aimlessly","max_loading",0.24,0.46,5.88,0.24
17,28,25,"Careless","max_loading",0.24,0.3,7.03,0.24
17,29,25,"Positive_About_Self","max_loading",0.24,0.78,10.51,0.24
17,30,25,"People_Take_Advantage","max_loading",0.26,0.47,6.88,0.26
17,31,25,"High_Standards","max_loading",0.26,0.45,7.75,0.26
17,32,25,"Expect_The_Best","max_loading",0.28,0.36,6.23,0.28
17,33,25,"Optimistic_About_Future","max_loading",0.26,0.47,5.73,0.26
17,34,25,"Sense_Of_Direction","max_loading",0.29,0.61,5.74,0.29
17,35,25,"More_Sucessful","max_loading",0.29,0.41,4.15,0.29
17,36,25,"Worry_Frequency","max_loading",0.29,0.41,4.69,0.29
17,37,24,"Choose_Goals","communality",0.18,0.18,5.89,0.28
17,38,24,"To_Reach_Goals","communality",0.16,0.16,5.79,0.17
17,39,24,"Everything_Effort","max_loading",0.29,0.58,5.25,0.29
17,40,24,"Upset_Think_Day","max_loading",0.3,0.54,5.54,0.3
17,41,24,"Minor_Setback_Irritate","max_loading",0.3,0.49,4.44,0.3
18,1,28,"Sympathy_Limits","communality",0.12,0.12,6,0.2
18,2,28,"Worry_Compare","communality",0.13,0.13,5.24,0.21
18,3,27,"More_Or_Less_Positive","communality",0.16,0.16,2.1,0.31
18,4,27,"Should_Obey_Law","communality",0.19,0.19,6.76,0.21
18,5,27,"Alcohol_More_Than_Intended","communality",0.19,0.19,11.45,0.15
18,6,27,"Aware_Body","communality",0.19,0.19,3.23,0.34
18,7,27,"Without_skill","communality",0.23,0.23,1.43,0.44
18,8,27,"When_Difficult","communality",0.16,0.16,2.41,0.33
18,9,27,"Approach_Health","communality",0.21,0.21,3.61,0.24
18,10,27,"Quick_Sense_Hunger","communality",0.24,0.24,1.22,0.51
18,11,26,"Low_Pain_Tolerance","communality",0.22,0.22,7.95,0.23
18,12,26,"Loud_Noise","communality",0.24,0.24,8.44,0.2
18,13,26,"Hate_Temp","communality",0.24,0.24,6.21,0.22
18,14,26,"Intercourse_Pain","communality",0.24,0.24,3.78,0.3
18,15,26,"Leaking_Urine","communality",0.23,0.23,2.47,0.33
18,16,26,"Releived_No_Responsibility","communality",0.24,0.24,2.85,0.35
18,17,26,"Bad_Happens_Prevented","communality",0.25,0.25,6.61,0.23
18,18,26,"Headache_Frequency","communality",0.25,0.25,8.02,0.19
18,19,26,"Mental_Emotional","max_loading",0.21,0.38,6.79,0.21
18,20,26,"High_Standards","max_loading",0.23,0.46,10.05,0.23
18,21,26,"Trust_Friends","max_loading",0.23,0.48,7.69,0.23
18,22,26,"Exciting_Look_Forward","max_loading",0.23,0.53,7.56,0.23
18,23,26,"People_Take_Advantage","max_loading",0.24,0.47,7.46,0.24
18,24,26,"Avoid_Distraction","max_loading",0.24,0.32,6.4,0.24
18,25,26,"Worthless_Freq","max_loading",0.24,0.81,8.49,0.24
18,26,26,"Nothing_Cheer","max_loading",0.25,0.72,8.6,0.25
18,27,25,"Careless","max_loading",0.2,0.3,8.88,0.2
18,28,25,"Some_Wander_Aimlessly","max_loading",0.24,0.47,5.2,0.24
18,29,25,"Worry_Frequency","max_loading",0.26,0.4,5.02,0.26
18,30,25,"Lonely_Frequency","max_loading",0.27,0.66,6.25,0.27
18,31,25,"Sense_Of_Direction","max_loading",0.27,0.68,7.13,0.27
18,32,24,"Positive_About_Self","max_loading",0.24,0.71,8.52,0.24
18,33,24,"Everything_Effort","max_loading",0.3,0.58,5.14,0.3
18,34,24,"Actively_Carry_Plans","max_loading",0.29,0.53,4.79,0.29
18,35,24,"Expect_The_Best","max_loading",0.29,0.36,5.73,0.29
18,36,24,"Optimistic_About_Future","max_loading",0.28,0.48,5.41,0.28
18,37,24,"More_Sucessful","max_loading",0.3,0.41,4.13,0.3
19,1,29,"Sympathy_Limits","communality",0.12,0.12,6.6,0.19
19,2,28,"Worry_Compare","communality",0.13,0.13,5.31,0.21
19,3,27,"More_Or_Less_Positive","communality",0.16,0.16,2.2,0.31
19,4,27,"Alcohol_More_Than_Intended","communality",0.19,0.19,9.58,0.18
19,5,27,"Should_Obey_Law","communality",0.18,0.18,6.68,0.2
19,6,27,"Aware_Body","communality",0.2,0.2,3.22,0.34
19,7,27,"Without_skill","communality",0.23,0.23,1.42,0.44
19,8,27,"When_Difficult","communality",0.16,0.16,2.48,0.33
19,9,27,"Approach_Health","communality",0.21,0.21,3.35,0.25
19,10,27,"Intercourse_Pain","communality",0.23,0.23,5.78,0.25
19,11,27,"Leaking_Urine","communality",0.24,0.24,2.64,0.33
19,12,27,"Releived_No_Responsibility","communality",0.24,0.24,2.94,0.34
19,13,27,"Bad_Happens_Prevented","communality",0.24,0.24,6.77,0.22
19,14,27,"Quick_Sense_Hunger","communality",0.25,0.25,1.23,0.51
19,15,26,"Low_Pain_Tolerance","communality",0.22,0.22,7.4,0.24
19,16,26,"Loud_Noise","communality",0.24,0.24,9.94,0.18
19,17,26,"Hate_Temp","communality",0.23,0.23,7.01,0.2
19,18,26,"Headache_Frequency","max_loading",0.2,0.25,7.64,0.2
19,19,26,"Mental_Emotional","max_loading",0.21,0.38,6.67,0.21
19,20,26,"Exciting_Look_Forward","max_loading",0.22,0.54,8.42,0.22
19,21,26,"Trust_Friends","max_loading",0.23,0.48,7.58,0.23
19,22,26,"Worthless_Freq","max_loading",0.25,0.81,7.94,0.25
19,23,26,"Nothing_Cheer","max_loading",0.25,0.72,8.28,0.25
19,24,25,"Careless","max_loading",0.21,0.3,8.67,0.21
19,25,25,"Some_Wander_Aimlessly","max_loading",0.24,0.47,4.97,0.24
19,26,25,"Avoid_Distraction","max_loading",0.26,0.32,6,0.26
19,27,25,"Worry_Frequency","max_loading",0.26,0.4,4.98,0.26
19,28,25,"Positive_About_Self","max_loading",0.27,0.78,9.74,0.27
19,29,25,"High_Standards","max_loading",0.27,0.45,7.66,0.27
19,30,25,"Dont_Fit_Community","max_loading",0.27,0.5,5.99,0.27
19,31,25,"People_Take_Advantage","max_loading",0.27,0.47,6.65,0.27
19,32,25,"Sense_Of_Direction","max_loading",0.28,0.61,5.75,0.28
19,33,25,"Expect_The_Best","max_loading",0.28,0.37,6.42,0.28
19,34,25,"Optimistic_About_Future","max_loading",0.27,0.48,5.73,0.27
19,35,24,"Choose_Goals","communality",0.19,0.19,6.01,0.28
19,36,24,"To_Reach_Goals","communality",0.16,0.16,5.65,0.18
19,37,24,"Everything_Effort","max_loading",0.28,0.58,5.37,0.28
19,38,24,"Actively_Carry_Plans","max_loading",0.29,0.53,4.69,0.29
19,39,24,"Upset_Think_Day","max_loading",0.29,0.54,5.78,0.29
19,40,24,"Minor_Setback_Irritate","max_loading",0.29,0.49,4.59,0.29
19,41,24,"More_Sucessful","max_loading",0.3,0.4,4.17,0.3
20,1,28,"Sympathy_Limits","communality",0.12,0.12,6.02,0.2
20,2,27,"Worry_Compare","communality",0.13,0.13,6.22,0.19
20,3,27,"More_Or_Less_Positive","communality",0.16,0.16,2.05,0.32
20,4,27,"Should_Obey_Law","communality",0.19,0.19,6.65,0.21
20,5,27,"Alcohol_More_Than_Intended","communality",0.19,0.19,11.46,0.16
20,6,27,"Aware_Body","communality",0.2,0.2,3.12,0.35
20,7,27,"Without_skill","communality",0.23,0.23,1.41,0.44
20,8,27,"When_Difficult","communality",0.17,0.17,2.39,0.34
20,9,27,"Approach_Health","communality",0.21,0.21,3.44,0.25
20,10,27,"Intercourse_Pain","communality",0.23,0.23,6.14,0.24
20,11,27,"Leaking_Urine","communality",0.23,0.23,2.66,0.33
20,12,27,"Bad_Happens_Prevented","communality",0.24,0.24,6.55,0.22
20,13,27,"Quick_Sense_Hunger","communality",0.25,0.25,1.23,0.51
20,14,26,"Low_Pain_Tolerance","communality",0.22,0.22,7.3,0.25
20,15,26,"Loud_Noise","communality",0.24,0.24,9.59,0.18
20,16,26,"Hate_Temp","communality",0.23,0.23,6.73,0.21
20,17,26,"Releived_No_Responsibility","communality",0.24,0.24,2.75,0.35
20,18,26,"Headache_Frequency","communality",0.25,0.25,7.86,0.2
20,19,26,"Mental_Emotional","max_loading",0.21,0.38,6.89,0.21
20,20,26,"High_Standards","max_loading",0.22,0.46,10.53,0.22
20,21,26,"Trust_Friends","max_loading",0.22,0.48,7.93,0.22
20,22,26,"Exciting_Look_Forward","max_loading",0.23,0.53,7.61,0.23
20,23,26,"People_Take_Advantage","max_loading",0.25,0.47,7.5,0.25
20,24,26,"Avoid_Distraction","max_loading",0.24,0.32,6.44,0.24
20,25,26,"Everything_Effort","max_loading",0.25,0.61,7.21,0.25
20,26,26,"Nothing_Cheer","max_loading",0.24,0.72,8.77,0.24
20,27,25,"Some_Wander_Aimlessly","max_loading",0.22,0.47,5.87,0.22
20,28,25,"Careless","max_loading",0.23,0.29,7.39,0.23
20,29,25,"Lonely_Frequency","max_loading",0.26,0.66,6.61,0.26
20,30,25,"Worry_Frequency","max_loading",0.25,0.4,5.17,0.25
20,31,25,"Actively_Carry_Plans","max_loading",0.24,0.53,6.34,0.24
20,32,25,"Worthless_Freq","max_loading",0.28,0.79,6.8,0.28
20,33,25,"More_Sucessful","max_loading",0.29,0.41,4.51,0.29
20,34,25,"Expect_The_Best","max_loading",0.29,0.37,5.69,0.29
20,35,25,"Optimistic_About_Future","max_loading",0.27,0.48,5.55,0.27
